,year,year_code,country_name,country_code,total_fertility_rate,gdp_2015_dollar,gdp_per_capita_2015_dollar,gdp_growth,physicians_per_1000,hospital_beds_per_1000,arable_land_hectare_per_person,cpi,crop_production_index,food_production_index,percent_of_household_expenditure_in_gdp,life_expectancy_at_birth,infant_mortality_rate,child_mortality_rate,female_percentage_in_labor
302,2004,YR2004,France,FRA,1.92,2190000000000.0,34893.52981,2.829752929,3.473,7.69,0.292874392,91.16472224,106.67,104.2,54.05297711,80.16341463,3.4,4.8,50.141
303,2004,YR2004,Germany,DEU,1.36,2890000000000.0,35034.08061,1.175088132,3.426,8.71,0.144189763,91.04925331,103.86,95.66,56.14301752,78.6804878,4.0,4.8,49.432
304,2004,YR2004,Poland,POL,1.23,315000000000.0,8261.227441,4.98284457,2.266,6.6,0.330258412,85.02755758,102.06,94.52,64.42533472,74.84634146,6.8,7.8,47.692
305,2004,YR2004,Nigeria,NGA,6.085,257000000000.0,1882.181986,9.250558229,,0.5,0.261420181,52.0833031,74.89,75.1,,48.767,97.6,160.0,48.45
306,2004,YR2004,Kenya,KEN,4.83,41352557259.0,1188.570711,5.104299776,,1.4,0.151127408,50.33589289,69.09,72.96,75.52468789,56.361,47.5,76.1,
307,2004,YR2004,United Kingdom,GBR,1.75,2530000000000.0,42149.27034,2.426496549,2.331,3.86,0.097002887,86.31403736,94.77,92.39,65.1328369,78.74634146,5.2,6.1,54.932
308,2004,YR2004,China,CHN,1.605,3970000000000.0,3061.833173,10.11362138,1.22,1.82,0.092907724,84.9993772,70.44,71.68,40.6109056,73.748,21.4,26.3,
309,2004,YR2004,Japan,JPN,1.29,4150000000000.0,32515.1158,2.186115694,2.031,14.2,0.034274935,100.6990493,107.94,98.71,54.73026208,82.0302439,2.8,3.9,48.249
310,2005,YR2005,Argentina,ARG,2.426,435000000000.0,11141.31067,8.85165992,,4.0,0.864887809,,77.46,83.0,63.02939215,75.139,15.0,16.7,49.476
311,2005,YR2005,Brazil,BRA,1.974,1370000000000.0,7325.90355,3.202132061,,2.5,0.258745663,79.54366733,67.94,71.33,60.50425181,71.753,22.0,24.7,58.11
312,2005,YR2005,France,FRA,1.94,2220000000000.0,35208.8558,1.66321998,3.476,7.52,0.290838215,92.75633919,99.78,100.25,54.39488534,80.16341463,3.3,4.6,50.358
313,2005,YR2005,Germany,DEU,1.34,2910000000000.0,35310.47047,0.731707164,3.448,8.6,0.144344409,92.45770436,96.0,92.16,56.53853717,78.93170732,3.9,4.7,51.066
314,2005,YR2005,Poland,POL,1.24,326000000000.0,8554.693897,3.506834614,2.115,6.45,0.318114986,86.88438829,89.34,88.53,63.08562083,74.99512195,6.5,7.6,47.625
315,2005,YR2005,Nigeria,NGA,6.068,274000000000.0,1950.122368,6.438516525,0.279,,0.254692975,61.38720049,79.41,79.33,,49.297,94.7,154.6,
316,2005,YR2005,Kenya,KEN,4.784,43795114732.0,1221.859289,5.90666608,,,0.146862666,55.52692196,78.4,81.11,75.39938901,57.344,44.5,71.0,56.62
317,2005,YR2005,United Kingdom,GBR,1.76,2600000000000.0,43007.36292,2.738842404,2.408,3.72,0.0948491,88.11725541,94.57,93.13,64.54517572,79.04878049,5.1,6.0,55.28
318,2005,YR2005,China,CHN,1.624,4420000000000.0,3390.716159,11.39459181,1.244,1.87,0.092549951,86.50931811,72.56,74.57,39.58687836,74.111,19.4,24.0,
319,2005,YR2005,Japan,JPN,1.26,4230000000000.0,33098.54747,1.803900872,,14.07,0.034123015,100.4141253,110.45,99.65,54.80194383,81.95512195,2.8,3.7,48.367
320,2006,YR2006,Argentina,ARG,2.4,470000000000.0,11913.95853,8.0471515,,,0.901351022,,75.44,82.05,63.27018804,75.433,14.5,16.2,50.104
321,2006,YR2006,Brazil,BRA,1.927,1420000000000.0,7534.5425,3.961988711,,2.45,0.259050012,82.87143085,71.56,75.18,60.43767644,72.037,20.6,23.2,57.834
322,2006,YR2006,France,FRA,2.0,2280000000000.0,35821.87199,2.449323601,3.469,7.41,0.288220984,94.31012335,96.17,96.0,54.23642332,80.81219512,3.3,4.5,50.424
323,2006,YR2006,Germany,DEU,1.33,3020000000000.0,36699.44678,3.816441913,3.487,8.42,0.144046021,93.91615662,90.6,90.14,55.68542774,79.13170732,3.8,4.6,52.196
324,2006,YR2006,Poland,POL,1.27,347000000000.0,9084.949214,6.131136459,2.156,6.4,0.3242682,88.00058677,81.17,86.25,62.11443282,75.14390244,6.3,7.3,47.009
325,2006,YR2006,Nigeria,NGA,6.081,291000000000.0,2013.274011,6.059428032,0.344,,0.248140086,66.43643372,85.08,84.33,,49.73,92.1,149.7,
326,2006,YR2006,Kenya,KEN,4.748,46629751037.0,1262.814666,6.4724943,,1.4,0.143804025,63.55263568,79.15,82.95,76.23178007,58.222,42.2,66.7,
327,2006,YR2006,United Kingdom,GBR,1.82,2660000000000.0,43711.15502,2.386275368,2.46,3.54,0.100153139,90.28111707,91.57,92.57,63.71234982,79.24878049,5.0,5.9,55.79
328,2006,YR2006,China,CHN,1.644,4980000000000.0,3800.765796,12.72095567,1.278,1.95,0.092296888,87.93622961,74.41,76.14,37.75197952,74.504,17.7,21.9,
329,2006,YR2006,Japan,JPN,1.32,4290000000000.0,33531.51856,1.372350128,2.083,13.97,0.033968433,100.664513,105.08,97.69,55.02901694,82.32195122,2.7,3.6,48.482
330,2007,YR2007,Argentina,ARG,2.37,513000000000.0,12857.09258,9.007650875,,,0.927495161,,85.6,89.82,62.53123291,75.006,14.1,15.8,48.9
331,2007,YR2007,Brazil,BRA,1.881,1510000000000.0,7909.825247,6.069870607,,2.47,0.259655845,85.88900587,77.72,79.93,59.87494756,72.365,19.4,21.8,57.583
332,2007,YR2007,France,FRA,1.98,2330000000000.0,36464.95927,2.424736243,3.449,7.35,0.285624865,95.71345616,93.28,95.01,54.11628961,81.11219512,3.2,4.4,50.766
333,2007,YR2007,Germany,DEU,1.37,3110000000000.0,37842.35779,2.976455131,3.533,8.35,0.144372478,96.07467298,91.69,91.83,53.99391891,79.53414634,3.7,4.5,52.671
334,2007,YR2007,Poland,POL,1.31,371000000000.0,9731.769454,7.061534634,2.168,6.36,0.310147595,90.16429514,90.34,92.53,60.40944566,75.24390244,6.0,7.0,46.766
335,2007,YR2007,Nigeria,NGA,6.08,310000000000.0,2088.60443,6.591130361,0.373,,0.241715735,70.01603406,78.37,79.1,,50.033,89.6,145.2,
336,2007,YR2007,Kenya,KEN,4.719,49824229273.0,1309.895639,6.85072977,,,0.139338771,69.75466128,83.84,87.81,74.85466096,58.865,40.3,62.8,
337,2007,YR2007,United Kingdom,GBR,1.86,2730000000000.0,44508.6058,2.620331222,2.492,3.39,0.099229543,92.43573146,86.86,90.72,63.61358688,79.44878049,4.9,5.8,55.553
338,2007,YR2007,China,CHN,1.666,5690000000000.0,4319.031398,14.23086093,1.298,2.02,0.091773494,92.17191349,77.42,78.0,36.36952582,74.762,16.1,20.1,
339,2007,YR2007,Japan,JPN,1.34,4350000000000.0,33990.03603,1.483969412,,13.87,0.033796611,100.7249514,108.09,99.43,54.83529295,82.50707317,2.6,3.5,48.451
340,2008,YR2008,Argentina,ARG,2.341,533000000000.0,13246.63489,4.057233103,,,0.884851378,,87.18,91.03,63.07458348,75.641,13.8,15.4,48.422
341,2008,YR2008,Brazil,BRA,1.842,1590000000000.0,8231.100373,5.094195447,,2.57,0.260333196,90.76629373,84.38,85.18,59.73079267,72.715,18.4,20.6,57.213
342,2008,YR2008,France,FRA,2.01,2340000000000.0,36354.65866,0.25494596,3.443,7.18,0.283764931,98.40574355,100.16,99.74,54.46591514,81.21463415,3.2,4.4,50.954
343,2008,YR2008,Germany,DEU,1.38,3140000000000.0,38278.31301,0.959879134,3.58,8.3,0.145317086,98.59988029,100.26,96.41,54.22467789,79.73658537,3.6,4.4,52.567
344,2008,YR2008,Poland,POL,1.39,387000000000.0,10139.11914,4.199981264,2.139,6.55,0.315875679,93.91961273,95.01,92.96,61.95083741,75.54390244,5.8,6.7,47.169
345,2008,YR2008,Nigeria,NGA,6.078,331000000000.0,2170.058816,6.764472778,0.371,,0.235440412,78.1246436,83.65,84.11,,50.225,87.5,141.3,
346,2008,YR2008,Kenya,KEN,4.646,49939962360.0,1274.404679,0.232282745,0.169,,0.135249297,88.0581565,81.69,88.32,75.32755981,59.614,38.1,58.5,
347,2008,YR2008,United Kingdom,GBR,1.91,2720000000000.0,44060.0031,-0.225726975,2.571,3.34,0.097157288,95.69077122,100.18,94.69,63.7124749,79.6,4.8,5.6,55.843
348,2008,YR2008,China,CHN,1.701,6240000000000.0,4711.643449,9.650678919,1.347,2.17,0.091488543,97.63333106,82.16,82.67,35.28788015,74.872,14.8,18.5,
349,2008,YR2008,Japan,JPN,1.37,4300000000000.0,33557.6454,-1.224289001,2.147,13.71,0.033639693,102.1150352,108.94,99.94,55.76379845,82.58756098,2.5,3.4,48.421
350,2009,YR2009,Argentina,ARG,2.344,502000000000.0,12336.86194,-5.918525076,,,0.847763579,,62.18,76.08,62.97814769,75.936,13.4,15.0,49.131
351,2009,YR2009,Brazil,BRA,1.825,1580000000000.0,8142.761048,-0.125812002,,2.55,0.261066419,95.20298175,82.14,84.14,61.9564599,72.948,17.4,19.5,57.714
352,2009,YR2009,France,FRA,2.0,2270000000000.0,35129.36224,-2.873313828,3.394,6.92,0.282119487,98.49196713,103.75,100.92,55.37744355,81.41463415,3.1,4.3,51.356
353,2009,YR2009,Germany,DEU,1.36,2960000000000.0,36190.39289,-5.693836336,3.648,8.3,0.145844488,98.90824058,103.7,98.31,56.44073549,79.83658537,3.5,4.3,53.351
354,2009,YR2009,Poland,POL,1.4,398000000000.0,10419.21487,2.832184053,2.148,6.58,0.316264562,97.4842306,99.11,95.77,61.6705235,75.69512195,5.5,6.3,47.797
355,2009,YR2009,Nigeria,NGA,6.039,357000000000.0,2281.386346,8.036925101,0.373,,0.235459763,87.91977683,73.67,75.54,,50.712,85.7,138.0,
356,2009,YR2009,Kenya,KEN,4.514,51591446860.0,1278.140902,3.306939816,0.171,,0.136258535,96.18955755,80.75,89.82,72.47434243,60.365,37.4,55.2,71.54
357,2009,YR2009,United Kingdom,GBR,1.89,2600000000000.0,41709.96617,-4.614957402,2.653,3.27,0.0971317,97.56796745,96.15,92.54,64.28607401,80.05121951,4.6,5.4,55.99
358,2009,YR2009,China,CHN,1.714,6830000000000.0,5128.904128,9.398725633,1.423,2.33,0.091180235,96.92239907,83.79,85.1,35.32729591,75.343,13.6,17.0,
359,2009,YR2009,Japan,JPN,1.37,4050000000000.0,31651.08377,-5.693236359,,13.61,0.033534562,100.7335855,104.43,98.31,57.61411925,82.93146341,2.4,3.3,48.499
360,2010,YR2010,Argentina,ARG,2.346,553000000000.0,13551.33919,10.12539816,,4.5,0.931712218,,86.69,88.2,64.23411476,75.721,12.9,14.5,48.048
361,2010,YR2010,Brazil,BRA,1.81,1700000000000.0,8673.898383,7.528225818,,2.55,0.261798247,100.0,87.79,89.08,60.22282916,73.182,16.6,18.6,
362,2010,YR2010,France,FRA,2.03,2320000000000.0,35638.12156,1.949437623,3.397,6.67,0.281416857,100.0,98.02,98.59,55.35569033,81.66341463,3.1,4.2,51.368
363,2010,YR2010,Germany,DEU,1.39,3090000000000.0,37760.91363,4.179882499,3.734,8.29,0.14485748,100.0,91.64,94.55,55.10868039,79.98780488,3.5,4.2,52.727
364,2010,YR2010,Poland,POL,1.41,409000000000.0,10755.65644,2.934638181,2.156,6.51,0.28465312,100.0,88.29,91.19,62.13266052,76.24634146,5.1,6.0,48.247
365,2010,YR2010,Nigeria,NGA,5.98,386000000000.0,2397.323545,8.005655916,,,0.223295203,100.0,84.62,85.24,,50.945,84.2,135.3,
366,2010,YR2010,Kenya,KEN,4.367,55748929986.0,1342.768702,8.058473603,0.172,1.4,0.132472997,100.0,93.82,98.14,72.82572138,60.649,36.9,53.3,
367,2010,YR2010,United Kingdom,GBR,1.92,2660000000000.0,42310.74991,2.238688634,2.656,2.93,0.095114637,100.0,95.03,94.39,63.8534136,80.40243902,4.4,5.2,55.905
368,2010,YR2010,China,CHN,1.687,7550000000000.0,5647.068727,10.63587106,1.463,2.51,0.089804778,100.0,86.35,87.79,34.32634109,75.599,12.5,15.7,63.73
369,2010,YR2010,Japan,JPN,1.39,4220000000000.0,32942.20208,4.097917919,2.213,13.51,0.03343484,100.0,100.44,96.15,56.86856542,82.84268293,2.3,3.2,48.402
370,2011,YR2011,Argentina,ARG,2.338,586000000000.0,14200.26989,6.003951693,,4.41,0.936139243,,93.46,92.78,64.22032128,76.124,12.4,13.9,48.239
371,2011,YR2011,Brazil,BRA,1.8,1770000000000.0,8935.277314,3.974423079,1.843,2.51,0.262516945,106.6364496,93.54,92.3,60.27385176,73.343,16.0,17.9,54.687
372,2011,YR2011,France,FRA,2.01,2370000000000.0,36244.18716,2.192700633,3.172,6.6,0.279659268,102.111598,100.82,100.92,54.98251285,82.11463415,3.1,4.2,51.26
373,2011,YR2011,Germany,DEU,1.39,3210000000000.0,39977.34171,3.925192705,3.822,8.26,0.147929025,102.0751728,90.66,95.21,54.38668528,80.43658537,3.4,4.1,54.311
374,2011,YR2011,Poland,POL,1.33,430000000000.0,11291.90359,5.042187883,2.181,6.53,0.291567287,104.2394015,92.25,93.24,61.47778026,76.69512195,4.9,5.7,48.415
375,2011,YR2011,Nigeria,NGA,5.918,406000000000.0,2455.746494,5.307924203,,,0.217395055,110.8261372,78.01,78.94,,51.357,82.9,132.9,56.899
376,2011,YR2011,Kenya,KEN,4.219,58603891851.0,1374.544246,5.12110612,0.177,,0.136038007,114.0224913,86.46,93.55,76.01175636,61.046,36.4,52.1,
377,2011,YR2011,United Kingdom,GBR,1.91,2690000000000.0,42462.10673,1.145101541,2.691,2.88,0.095828549,103.8561124,99.42,96.67,63.96441696,80.95121951,4.3,5.0,56.052
378,2011,YR2011,China,CHN,1.668,8280000000000.0,6152.696873,9.550832179,1.489,2.73,0.088235622,105.5538989,90.95,90.95,34.92042834,75.903,11.5,14.6,
379,2011,YR2011,Japan,JPN,1.39,4220000000000.0,33011.13423,0.023809524,,13.38,0.033277792,99.72754438,100.36,94.97,57.22006823,82.59121951,2.3,3.2,48.148
380,2012,YR2012,Argentina,ARG,2.33,580000000000.0,13895.63371,-1.026420454,,4.6,0.949431929,,82.09,86.64,64.90339911,76.467,11.9,13.3,48.382
381,2012,YR2012,Brazil,BRA,1.767,1800000000000.0,9025.313996,1.921175986,,2.47,0.263279346,112.3985493,90.56,91.55,61.41186683,73.552,15.4,17.2,52.467
382,2012,YR2012,France,FRA,2.01,2380000000000.0,36182.15113,0.313134751,3.188,6.58,0.278420291,104.107058,97.23,97.79,54.71887262,81.96829268,3.1,4.1,51.5
383,2012,YR2012,Germany,DEU,1.41,3220000000000.0,40069.35396,0.418497594,3.892,8.22,0.147141795,104.1253413,94.85,96.12,54.9069504,80.53902439,3.4,4.0,54.058
384,2012,YR2012,Poland,POL,1.33,436000000000.0,11466.41593,1.545221571,2.201,6.53,0.287022908,107.9507115,96.53,96.02,61.61865001,76.74634146,4.7,5.4,48.768
385,2012,YR2012,Nigeria,NGA,5.832,424000000000.0,2490.213111,4.230061175,,,0.211687801,124.3737916,86.87,86.95,,51.497,81.8,130.9,
386,2012,YR2012,Kenya,KEN,4.088,61281315912.0,1401.490825,4.568679614,0.185,,0.132644782,124.7152583,92.55,96.4,75.20151804,61.115,36.5,51.3,
387,2012,YR2012,United Kingdom,GBR,1.92,2730000000000.0,42805.84252,1.512936749,2.697,2.8,0.097519294,106.5285741,85.71,90.81,64.19101192,80.90487805,4.1,4.8,56.289
388,2012,YR2012,China,CHN,1.798,8930000000000.0,6591.662494,7.863736449,1.565,3.05,0.086640501,108.318909,93.5,93.74,35.38653491,76.192,10.5,13.5,
389,2012,YR2012,Japan,JPN,1.41,4280000000000.0,33518.44494,1.374750999,2.284,13.33,0.033268301,99.68359993,101.42,96.88,57.67911944,83.09609756,2.2,3.0,48.088
390,2013,YR2013,Argentina,ARG,2.322,594000000000.0,14071.50868,2.405323781,3.9385,4.8,0.933378212,,90.59,94.03,65.98756553,76.491,11.4,12.8,47.961
391,2013,YR2013,Brazil,BRA,1.748,1860000000000.0,9216.13228,3.004822669,1.876,2.45,0.264086523,119.3721044,97.26,97.65,61.71525008,73.918,14.9,16.7,52.445
392,2013,YR2013,France,FRA,1.99,2390000000000.0,36203.19087,0.576326675,3.209,6.52,0.277349472,105.0062468,96.03,96.25,54.63569856,82.2195122,3.1,4.1,51.72
393,2013,YR2013,Germany,DEU,1.42,3240000000000.0,40135.01583,0.437591303,3.984,8.17,0.14726159,105.6921396,96.18,97.08,54.55684991,80.4902439,3.3,4.0,54.603
394,2013,YR2013,Poland,POL,1.29,440000000000.0,11571.61485,0.856557081,2.208,6.51,0.283699905,109.0215637,95.65,95.19,61.09435712,77.0,4.5,5.2,48.597
395,2013,YR2013,Nigeria,NGA,5.738,452000000000.0,2585.647196,6.671335393,0.376,,0.206231326,134.93999,83.37,84.66,,51.707,80.8,129.1,56.433
396,2013,YR2013,Kenya,KEN,3.952,63608687383.0,1420.078692,3.797848393,0.194,,0.129486345,131.8458452,100.34,101.73,76.49696253,61.389,36.0,50.1,
397,2013,YR2013,United Kingdom,GBR,1.83,2780000000000.0,43282.20975,1.792322216,2.706,2.75,0.097701056,108.9698539,89.62,92.79,64.73095571,81.00487805,4.0,4.6,56.637
398,2013,YR2013,China,CHN,1.714,9620000000000.0,7056.423092,7.766150098,1.661,3.33,0.085366773,111.1580018,95.7,95.75,35.83313112,76.452,9.7,12.5,
399,2013,YR2013,Japan,JPN,1.43,4360000000000.0,34239.88625,2.005100177,,13.28,0.03325356,100.0175778,101.07,100.92,58.13846101,83.33195122,2.1,2.9,48.799
400,2014,YR2014,Argentina,ARG,2.312,579000000000.0,13567.94842,-2.512615321,,4.86,0.919056938,,94.16,95.14,65.38307973,76.755,10.9,12.2,47.712
401,2014,YR2014,Brazil,BRA,1.767,1870000000000.0,9183.459727,0.50395574,,2.44,0.264892818,126.9272129,98.65,98.98,62.95957071,74.306,14.5,16.3,52.383
402,2014,YR2014,France,FRA,2.0,2410000000000.0,36378.61866,0.956183052,3.225,6.46,0.276467027,105.5394253,105.3,102.48,54.30970362,82.7195122,3.1,4.1,51.631
403,2014,YR2014,Germany,DEU,1.47,3310000000000.0,40851.16173,2.209543431,4.064,8.14,0.146562529,106.6505496,107.61,102.97,53.42225092,81.0902439,3.3,4.0,54.829
404,2014,YR2014,Poland,POL,1.32,457000000000.0,12024.60951,3.836958494,2.273,6.53,0.287490166,109.0802406,105.29,101.74,60.27013581,77.60243902,4.3,5.0,48.8
405,2014,YR2014,Nigeria,NGA,5.664,480000000000.0,2677.493581,6.309718655,,,0.201060307,145.7991654,95.08,95.48,,51.791,80.0,127.7,
406,2014,YR2014,Kenya,KEN,3.844,66801914097.0,1457.543066,5.020111002,0.2,,0.126549514,140.9144068,101.59,102.26,76.06804651,61.816,35.2,48.9,
407,2014,YR2014,United Kingdom,GBR,1.81,2860000000000.0,44337.67864,3.195782466,2.742,2.72,0.096490376,110.5511374,104.19,100.68,64.35844241,81.30487805,3.9,4.5,56.902
408,2014,YR2014,China,CHN,1.769,10300000000000.0,7532.785301,7.425763656,1.715,3.58,0.084267418,113.2940602,97.36,97.62,36.70789836,76.717,8.9,11.5,
409,2014,YR2014,Japan,JPN,1.42,4380000000000.0,34386.90586,0.296205514,2.354,13.18,0.033172004,102.7772895,101.89,100.86,57.63158453,83.58780488,2.1,2.8,49.231
410,2015,YR2015,Argentina,ARG,2.301,595000000000.0,13789.06042,2.731159828,3.973,4.97,0.935248349,,104.14,103.91,65.90583734,76.76,10.5,11.8,
411,2015,YR2015,Brazil,BRA,1.777,1800000000000.0,8783.215424,-3.545763393,,2.35,0.265697534,138.3886146,102.82,101.68,63.96479727,74.332,14.2,15.9,53.032
412,2015,YR2015,France,FRA,1.96,2440000000000.0,36652.92231,1.112912341,3.24,6.4,0.277673626,105.5790178,103.95,102.22,54.04624751,82.32195122,3.2,4.2,51.63
413,2015,YR2015,Germany,DEU,1.5,3360000000000.0,41103.25644,1.491931528,4.12,8.09,0.145017646,107.1991879,97.52,99.27,52.97004805,80.64146341,3.3,3.9,54.715
414,2015,YR2015,Poland,POL,1.32,477000000000.0,12560.05142,4.383298635,2.294,6.54,0.286602483,108.126742,92.36,96.53,58.91482265,77.45121951,4.2,4.9,48.832
415,2015,YR2015,Nigeria,NGA,5.616,493000000000.0,2679.554223,2.652693295,,,0.196183842,158.9348464,97.29,97.74,,51.841,79.2,126.2,
416,2015,YR2015,Kenya,KEN,3.8,70120446897.0,1496.653573,4.967721128,,,0.123795428,150.1896105,98.27,102.07,75.51675787,61.892,34.1,47.5,
417,2015,YR2015,United Kingdom,GBR,1.8,2930000000000.0,44964.39114,2.220258322,2.773,2.61,0.092311871,110.9580174,102.87,101.35,64.09373368,80.95609756,3.9,4.5,57.065
418,2015,YR2015,China,CHN,1.67,11100000000000.0,8016.445595,7.041328879,1.8,3.82,0.083248156,114.9221228,101.49,101.33,37.77300366,76.977,8.2,10.7,
419,2015,YR2015,Japan,JPN,1.45,4440000000000.0,34960.63938,1.560626697,,13.15,0.033073517,103.5946564,99.82,99.72,55.77079666,83.79390244,2.0,2.8,49.462
420,2016,YR2016,Argentina,ARG,2.241,582000000000.0,13360.21183,-2.080327844,3.987,4.97,0.921361802,,101.71,100.95,65.72189147,76.308,10.1,11.4,
421,2016,YR2016,Brazil,BRA,1.709,1740000000000.0,8426.843221,-3.275916908,,2.32,0.266557636,150.4825942,98.53,99.34,64.2514796,74.442,15.0,16.7,53.277
422,2016,YR2016,France,FRA,1.92,2470000000000.0,36956.7958,1.095464404,3.255,6.32,0.275101723,105.7725809,90.75,95.29,54.26329455,82.57317073,3.3,4.2,51.616
423,2016,YR2016,Germany,DEU,1.6,3430000000000.0,41682.03224,2.229999868,4.187,8.06,0.142843839,107.7263367,94.87,97.76,52.75448682,80.9902439,3.3,3.9,55.616
424,2016,YR2016,Poland,POL,1.39,491000000000.0,12936.57326,2.953508842,2.381,6.54,0.284592448,107.4079507,102.35,101.73,58.8300269,77.85121951,4.1,4.8,48.812
425,2016,YR2016,Nigeria,NGA,5.584,485000000000.0,2570.959759,-1.616868949,0.443,,0.191496198,183.8825515,107.64,106.78,,52.043,78.2,124.5,
426,2016,YR2016,Kenya,KEN,3.724,73074983895.0,1525.743551,4.213517068,,,0.12109907,159.647425,100.15,95.67,76.40732156,62.163,33.6,46.3,71.46
427,2016,YR2016,United Kingdom,GBR,1.79,2980000000000.0,45482.17829,1.921063414,2.783,2.57,0.091843685,112.0769373,92.94,97.98,64.74271268,81.15609756,3.8,4.4,57.424
428,2016,YR2016,China,CHN,1.772,11800000000000.0,8516.528742,6.848762205,1.891,4.06,0.081750001,117.2205674,101.14,101.05,38.67498195,77.218,7.6,9.9,
429,2016,YR2016,Japan,JPN,1.44,4480000000000.0,35242.19938,0.753826746,2.426,13.11,0.032925179,103.462823,98.3,99.42,54.70149969,83.98487805,2.0,2.7,50.261
430,2017,YR2017,Argentina,ARG,2.168,599000000000.0,13595.03736,2.818502978,3.979,5.02,0.916927535,,106.82,105.91,66.73957332,76.833,9.8,11.0,48.009
431,2017,YR2017,Brazil,BRA,1.736,1770000000000.0,8470.940604,1.322869054,2.158,2.3,0.267437283,155.6687862,109.59,106.98,64.49430634,74.827,13.7,15.3,54.154
432,2017,YR2017,France,FRA,1.89,2520000000000.0,37694.0833,2.291419994,3.275,6.23,0.275925184,106.864453,103.14,101.33,53.98438649,82.57560976,3.3,4.2,51.309
433,2017,YR2017,Germany,DEU,1.57,3520000000000.0,42639.55441,2.680231114,4.251,8.01,0.142419876,109.3524602,95.45,97.5,52.10840608,80.99268293,3.2,3.9,55.932
434,2017,YR2017,Poland,POL,1.48,516000000000.0,13599.81802,5.140017574,2.343,6.53,0.287216589,109.6376705,103.14,106.19,59.45468869,77.75365854,4.0,4.6,48.889
435,2017,YR2017,Nigeria,NGA,5.523,489000000000.0,2526.99961,0.805886619,,,0.186877338,214.2273396,109.74,109.08,,52.305,77.0,122.4,
436,2017,YR2017,Kenya,KEN,3.643,75879571212.0,1550.203457,3.837958174,,,0.118492763,172.4282386,97.26,90.64,77.91296198,62.481,33.4,45.4,
437,2017,YR2017,United Kingdom,GBR,1.74,3060000000000.0,46373.63853,2.655069668,2.814,2.54,0.09208272,114.9435916,101.62,102.21,64.19844205,81.25609756,3.8,4.4,57.61
438,2017,YR2017,China,CHN,1.813,12600000000000.0,9053.228725,6.947200793,2.006,4.34,0.080240412,119.0880504,103.12,102.37,38.54274622,77.248,7.0,9.2,
439,2017,YR2017,Japan,JPN,1.43,4550000000000.0,35861.97285,1.675331752,,13.05,0.032771005,103.9637898,98.65,99.87,54.61369476,84.0997561,1.9,2.6,51.074
440,2018,YR2018,Argentina,ARG,2.039,583000000000.0,13105.39716,-2.617396463,,3.71,0.903679284,,92.2,97.51,69.47018229,76.999,9.5,10.6,49.523
441,2018,YR2018,Brazil,BRA,1.749,1800000000000.0,8553.865902,1.783666762,,2.26,0.268287169,161.3738142,109.91,107.51,64.61607497,75.109,13.4,15.0,54.429
442,2018,YR2018,France,FRA,1.87,2570000000000.0,38259.69777,1.865066071,3.276,6.16,0.269905388,108.8423164,95.93,97.17,53.88176563,82.67560976,3.3,4.3,51.431
443,2018,YR2018,Germany,DEU,1.57,3560000000000.0,42928.74124,0.981232606,4.311,7.98,0.141497972,111.2466294,81.78,91.87,52.09971921,80.89268293,3.2,3.8,55.853
444,2018,YR2018,Poland,POL,1.46,547000000000.0,14408.38439,5.945208477,,6.44,0.289903159,111.6253484,93.26,102.62,58.85367829,77.60243902,3.9,4.5,48.907
445,2018,YR2018,Nigeria,NGA,5.447,498000000000.0,2512.080475,1.922757342,0.376,,0.183580001,240.1383645,114.88,114.06,,52.554,75.7,119.9,
446,2018,YR2018,Kenya,KEN,3.58,80165208728.0,1604.802932,5.647946407,0.161,,0.116108436,180.5147893,108.89,100.31,77.10290786,62.676,32.8,44.3,
447,2018,YR2018,United Kingdom,GBR,1.68,3110000000000.0,46740.55359,1.403792086,2.834,2.5,0.090847971,117.5790642,91.3,99.59,64.65968562,81.25609756,3.8,4.4,57.864
448,2018,YR2018,China,CHN,1.554,13500000000000.0,9619.209475,6.749773832,2.124,4.6,0.078854473,121.5588779,104.39,103.42,38.52188052,77.744,6.4,8.6,
449,2018,YR2018,Japan,JPN,1.42,4580000000000.0,36138.52908,0.643391023,2.498,13.0,0.032662782,104.99209,96.95,99.67,54.77466993,84.21097561,1.9,2.5,52.41
450,2019,YR2019,Argentina,ARG,1.994,571000000000.0,12716.2242,-2.000861003,4.0685,3.71,0.908098116,,113.14,112.42,66.12758631,77.284,9.2,10.3,50.302
451,2019,YR2019,Brazil,BRA,1.703,1820000000000.0,8592.211207,1.220777824,2.303,2.24,0.269179881,167.3978603,112.23,109.12,65.14404739,75.338,13.2,14.8,55.198
452,2019,YR2019,France,FRA,1.86,2620000000000.0,38832.0242,1.842971814,3.311,6.1,0.268074772,110.0485668,98.39,98.0,53.60917447,82.82682927,3.3,4.2,51.257
453,2019,YR2019,Germany,DEU,1.54,3600000000000.0,43292.68389,1.075471636,4.391,7.91,0.140974635,112.8548771,88.69,94.41,51.9423104,81.29268293,3.2,3.7,56.67
454,2019,YR2019,Poland,POL,1.44,572000000000.0,15053.23237,4.449987879,,6.09,0.29118561,114.1117794,90.07,101.5,57.77953342,77.90487805,3.8,4.4,48.593
455,2019,YR2019,Nigeria,NGA,5.379,509000000000.0,2505.462239,2.208429277,0.367,,0.18136343,267.5055467,109.64,109.77,,52.91,74.0,116.9,52.142
